,Year,Datetime,Stage,Stadium,City,Home Team Name,Home Team Goals,Away Team Goals,Away Team Name,Win conditions,Attendance,Half-time Home Goals,Half-time Away Goals,Home Team Initials,Away Team Initials
624,2002,14 Jun 2002 - 15:30 ,Group H,Osaka Nagai Stadium,Osaka ,Tunisia,0.0,2.0,Japan, ,45213.0,0.0,0.0,TUN,JPN
625,2002,14 Jun 2002 - 20:30 ,Group D,Incheon Football Stadium,Incheon ,Portugal,0.0,1.0,Korea Republic, ,50239.0,0.0,0.0,POR,KOR
626,2002,14 Jun 2002 - 20:30 ,Group D,Daejeon World Cup Stadium,Daejeon ,Poland,3.0,1.0,USA, ,26482.0,2.0,0.0,POL,USA
627,2002,14 Jun 2002 - 15:30 ,Group H,Shizuoka Stadium Ecopa,Shizuoka ,Belgium,3.0,2.0,Russia, ,46640.0,1.0,0.0,BEL,RUS
628,2002,15 Jun 2002 - 20:30 ,Round of 16,Niigata Stadium Big Swan,Niigata ,Denmark,0.0,3.0,England, ,40582.0,0.0,3.0,DEN,ENG
629,2002,15 Jun 2002 - 15:30 ,Round of 16,Jeju World Cup Stadium,Jeju ,Germany,1.0,0.0,Paraguay, ,25176.0,0.0,0.0,GER,PAR
630,2002,16 Jun 2002 - 20:30 ,Round of 16,Suwon World Cup Stadium,Suwon ,Spain,1.0,1.0,"rn"">Republic of Ireland",Spain win on penalties (3 - 2) ,38926.0,0.0,0.0,ESP,IRL
631,2002,16 Jun 2002 - 15:30 ,Round of 16,Oita Stadium Big Eye,Oita ,Sweden,1.0,2.0,Senegal,Win on Golden Goal ,39747.0,0.0,0.0,SWE,SEN
632,2002,17 Jun 2002 - 20:30 ,Round of 16,Kobe Wing Stadium,Kobe ,Brazil,2.0,0.0,Belgium, ,40440.0,0.0,0.0,BRA,BEL
633,2002,17 June 2002 - 15:30 ,Round of 16,Jeonju World Cup Stadium,Jeonju ,Mexico,0.0,2.0,USA, ,36380.0,0.0,1.0,MEX,USA
634,2002,18 Jun 2002 - 15:30 ,Round of 16,Miyagi Stadium,Rifu ,Japan,0.0,1.0,Turkey, ,45666.0,0.0,1.0,JPN,TUR
635,2002,18 Jun 2002 - 20:30 ,Round of 16,Daejeon World Cup Stadium,Daejeon ,Korea Republic,2.0,1.0,Italy,Win on Golden Goal ,38588.0,0.0,0.0,KOR,ITA
636,2002,21 Jun 2002 - 15:30 ,Quarter-finals,Shizuoka Stadium Ecopa,Shizuoka ,England,1.0,2.0,Brazil, ,47436.0,1.0,1.0,ENG,BRA
637,2002,21 Jun 2002 - 20:30 ,Quarter-finals,Munsu Football Stadium,Ulsan ,Germany,1.0,0.0,USA, ,37337.0,1.0,0.0,GER,USA
638,2002,22 Jun 2002 - 20:30 ,Quarter-finals,Osaka Nagai Stadium,Osaka ,Senegal,0.0,1.0,Turkey,Win on Golden Goal ,44233.0,0.0,0.0,SEN,TUR
639,2002,22 Jun 2002 - 15:30 ,Quarter-finals,Gwangju World Cup Stadium,Gwangju ,Spain,0.0,0.0,Korea Republic,Korea Republic win on penalties (3 - 5) ,42114.0,0.0,0.0,ESP,KOR
640,2002,25 Jun 2002 - 20:30 ,Semi-finals,Seoul World Cup Stadium,Seoul ,Germany,1.0,0.0,Korea Republic, ,65256.0,0.0,0.0,GER,KOR
641,2002,26 Jun 2002 - 20:30 ,Semi-finals,Saitama Stadium 2002,Saitama ,Brazil,1.0,0.0,Turkey, ,61058.0,0.0,0.0,BRA,TUR
642,2002,29 Jun 2002 - 20:00 ,Third place,Daegu World Cup Stadium,Daegu ,Korea Republic,2.0,3.0,Turkey, ,63483.0,1.0,3.0,KOR,TUR
643,2002,30 Jun 2002 - 20:00 ,Final,International Stadium Yokohama,Yokohama ,Germany,0.0,2.0,Brazil, ,69029.0,0.0,0.0,GER,BRA
644,2006,09 Jun 2006 - 18:00 ,Group A,"FIFA World Cup Stadium, Munich",Munich ,Germany,4.0,2.0,Costa Rica, ,66000.0,2.0,1.0,GER,CRC
645,2006,09 Jun 2006 - 21:00 ,Group A,"FIFA World Cup Stadium, Gelsenkirchen",Gelsenkirchen ,Poland,0.0,2.0,Ecuador, ,52000.0,0.0,1.0,POL,ECU
646,2006,10 Jun 2006 - 15:00 ,Group B,"FIFA World Cup Stadium, Frankfurt",Frankfurt/Main ,England,1.0,0.0,Paraguay, ,48000.0,1.0,0.0,ENG,PAR
647,2006,10 Jun 2006 - 18:00 ,Group B,"FIFA World Cup Stadium, Dortmund",Dortmund ,"rn"">Trinidad and Tobago",0.0,0.0,Sweden, ,62959.0,0.0,0.0,TRI,SWE
648,2006,10 Jun 2006 - 21:00 ,Group C,"FIFA World Cup Stadium, Hamburg",Hamburg ,Argentina,2.0,1.0,C�te d'Ivoire, ,49480.0,2.0,0.0,ARG,CIV
649,2006,11 Jun 2006 - 15:00 ,Group C,Zentralstadion,Leipzig ,"rn"">Serbia and Montenegro",0.0,1.0,Netherlands, ,43000.0,0.0,1.0,SCG,NED
650,2006,11 Jun 2006 - 18:00 ,Group D,Franken-Stadion,Nuremberg ,Mexico,3.0,1.0,Iran, ,41000.0,1.0,1.0,MEX,IRN
651,2006,11 Jun 2006 - 21:00 ,Group D,"FIFA World Cup Stadium, Cologne",Cologne ,Angola,0.0,1.0,Portugal, ,45000.0,0.0,1.0,ANG,POR
652,2006,12 Jun 2006 - 15:00 ,Group F,Fritz-Walter-Stadion,Kaiserslautern ,Australia,3.0,1.0,Japan, ,46000.0,0.0,1.0,AUS,JPN
653,2006,12 Jun 2006 - 18:00 ,Group E,"FIFA World Cup Stadium, Gelsenkirchen",Gelsenkirchen ,USA,0.0,3.0,Czech Republic, ,52000.0,0.0,2.0,USA,CZE
654,2006,12 Jun 2006 - 21:00 ,Group E,"FIFA World Cup Stadium, Hanover",Hanover ,Italy,2.0,0.0,Ghana, ,43000.0,1.0,0.0,ITA,GHA
655,2006,13 Jun 2006 - 15:00 ,Group G,"FIFA World Cup Stadium, Frankfurt",Frankfurt/Main ,Korea Republic,2.0,1.0,Togo, ,48000.0,0.0,1.0,KOR,TOG
656,2006,13 Jun 2006 - 18:00 ,Group G,Gottlieb-Daimler-Stadion,Stuttgart ,France,0.0,0.0,Switzerland, ,52000.0,0.0,0.0,FRA,SUI
657,2006,13 Jun 2006 - 21:00 ,Group F,Olympiastadion,Berlin ,Brazil,1.0,0.0,Croatia, ,72000.0,1.0,0.0,BRA,CRO
658,2006,14 Jun 2006 - 15:00 ,Group H,Zentralstadion,Leipzig ,Spain,4.0,0.0,Ukraine, ,43000.0,2.0,0.0,ESP,UKR
659,2006,14 Jun 2006 - 18:00 ,Group H,"FIFA World Cup Stadium, Munich",Munich ,Tunisia,2.0,2.0,Saudi Arabia, ,66000.0,1.0,0.0,TUN,KSA
660,2006,14 Jun 2006 - 21:00 ,Group A,"FIFA World Cup Stadium, Dortmund",Dortmund ,Germany,1.0,0.0,Poland, ,65000.0,0.0,0.0,GER,POL
661,2006,15 Jun 2006 - 15:00 ,Group A,"FIFA World Cup Stadium, Hamburg",Hamburg ,Ecuador,3.0,0.0,Costa Rica, ,50000.0,1.0,0.0,ECU,CRC
662,2006,15 Jun 2006 - 18:00 ,Group B,Franken-Stadion,Nuremberg ,England,2.0,0.0,"rn"">Trinidad and Tobago", ,41000.0,0.0,0.0,ENG,TRI
663,2006,15 Jun 2006 - 21:00 ,Group B,Olympiastadion,Berlin ,Sweden,1.0,0.0,Paraguay, ,72000.0,0.0,0.0,SWE,PAR
664,2006,16 Jun 2006 - 15:00 ,Group C,"FIFA World Cup Stadium, Gelsenkirchen",Gelsenkirchen ,Argentina,6.0,0.0,"rn"">Serbia and Montenegro", ,52000.0,3.0,0.0,ARG,SCG
665,2006,16 Jun 2006 - 18:00 ,Group C,Gottlieb-Daimler-Stadion,Stuttgart ,Netherlands,2.0,1.0,C�te d'Ivoire, ,52000.0,2.0,1.0,NED,CIV
666,2006,16 Jun 2006 - 21:00 ,Group D,"FIFA World Cup Stadium, Hanover",Hanover ,Mexico,0.0,0.0,Angola, ,43000.0,0.0,0.0,MEX,ANG
667,2006,17 Jun 2006 - 15:00 ,Group D,"FIFA World Cup Stadium, Frankfurt",Frankfurt/Main ,Portugal,2.0,0.0,IR Iran, ,48000.0,0.0,0.0,POR,IRN
668,2006,17 Jun 2006 - 18:00 ,Group E,"FIFA World Cup Stadium, Cologne",Cologne ,Czech Republic,0.0,2.0,Ghana, ,45000.0,0.0,1.0,CZE,GHA
669,2006,17 Jun 2006 - 21:00 ,Group E,Fritz-Walter-Stadion,Kaiserslautern ,Italy,1.0,1.0,USA, ,46000.0,1.0,1.0,ITA,USA
670,2006,18 Jun 2006 - 15:00 ,Group F,Franken-Stadion,Nuremberg ,Japan,0.0,0.0,Croatia, ,41000.0,0.0,0.0,JPN,CRO
671,2006,18 Jun 2006 - 18:00 ,Group F,"FIFA World Cup Stadium, Munich",Munich ,Brazil,2.0,0.0,Australia, ,66000.0,0.0,0.0,BRA,AUS
672,2006,18 Jun 2006 - 21:00 ,Group G,Zentralstadion,Leipzig ,France,1.0,1.0,Korea Republic, ,43000.0,1.0,0.0,FRA,KOR
673,2006,19 Jun 2006 - 15:00 ,Group G,"FIFA World Cup Stadium, Dortmund",Dortmund ,Togo,0.0,2.0,Switzerland, ,65000.0,0.0,1.0,TOG,SUI
674,2006,19 Jun 2006 - 18:00 ,Group H,"FIFA World Cup Stadium, Hamburg",Hamburg ,Saudi Arabia,0.0,4.0,Ukraine, ,50000.0,0.0,2.0,KSA,UKR
675,2006,19 Jun 2006 - 21:00 ,Group H,Gottlieb-Daimler-Stadion,Stuttgart ,Spain,3.0,1.0,Tunisia, ,52000.0,0.0,1.0,ESP,TUN
676,2006,20 Jun 2006 - 16:00 ,Group A,Olympiastadion,Berlin ,Ecuador,0.0,3.0,Germany, ,72000.0,0.0,2.0,ECU,GER
677,2006,20 Jun 2006 - 16:00 ,Group A,"FIFA World Cup Stadium, Hanover",Hanover ,Costa Rica,1.0,2.0,Poland, ,43000.0,1.0,1.0,CRC,POL
678,2006,20 Jun 2006 - 21:00 ,Group B,"FIFA World Cup Stadium, Cologne",Cologne ,Sweden,2.0,2.0,England, ,45000.0,0.0,1.0,SWE,ENG
679,2006,20 Jun 2006 - 21:00 ,Group B,Fritz-Walter-Stadion,Kaiserslautern ,Paraguay,2.0,0.0,"rn"">Trinidad and Tobago", ,46000.0,1.0,0.0,PAR,TRI
680,2006,21 Jun 2006 - 16:00 ,Group D,Zentralstadion,Leipzig ,Iran,1.0,1.0,Angola, ,38000.0,0.0,0.0,IRN,ANG
681,2006,21 Jun 2006 - 16:00 ,Group D,"FIFA World Cup Stadium, Gelsenkirchen",Gelsenkirchen ,Portugal,2.0,1.0,Mexico, ,52000.0,2.0,1.0,POR,MEX
682,2006,21 Jun 2006 - 21:00 ,Group C,"FIFA World Cup Stadium, Frankfurt",Frankfurt/Main ,Netherlands,0.0,0.0,Argentina, ,48000.0,0.0,0.0,NED,ARG
683,2006,21 Jun 2006 - 21:00 ,Group C,"FIFA World Cup Stadium, Munich",Munich ,C�te d'Ivoire,3.0,2.0,"rn"">Serbia and Montenegro", ,66000.0,1.0,2.0,CIV,SCG
684,2006,22 Jun 2006 - 16:00 ,Group E,"FIFA World Cup Stadium, Hamburg",Hamburg ,Czech Republic,0.0,2.0,Italy, ,50000.0,0.0,1.0,CZE,ITA
685,2006,22 Jun 2006 - 16:00 ,Group E,Franken-Stadion,Nuremberg ,Ghana,2.0,1.0,USA, ,41000.0,2.0,1.0,GHA,USA
686,2006,22 Jun 2006 - 21:00 ,Group F,"FIFA World Cup Stadium, Dortmund",Dortmund ,Japan,1.0,4.0,Brazil, ,65000.0,1.0,1.0,JPN,BRA
687,2006,22 Jun 2006 - 21:00 ,Group F,Gottlieb-Daimler-Stadion,Stuttgart ,Croatia,2.0,2.0,Australia, ,52000.0,1.0,1.0,CRO,AUS
688,2006,23 Jun 2006 - 16:00 ,Group H,Olympiastadion,Berlin ,Ukraine,1.0,0.0,Tunisia, ,72000.0,0.0,0.0,UKR,TUN
689,2006,23 Jun 2006 - 16:00 ,Group H,Fritz-Walter-Stadion,Kaiserslautern ,Saudi Arabia,0.0,1.0,Spain, ,46000.0,0.0,1.0,KSA,ESP
690,2006,23 Jun 2006 - 21:00 ,Group G,"FIFA World Cup Stadium, Cologne",Cologne ,Togo,0.0,2.0,France, ,45000.0,0.0,0.0,TOG,FRA
691,2006,23 Jun 2006 - 21:00 ,Group G,"FIFA World Cup Stadium, Hanover",Hanover ,Switzerland,2.0,0.0,Korea Republic, ,43000.0,1.0,0.0,SUI,KOR
692,2006,24 Jun 2006 - 17:00 ,Round of 16,"FIFA World Cup Stadium, Munich",Munich ,Germany,2.0,0.0,Sweden, ,66000.0,2.0,0.0,GER,SWE
693,2006,24 Jun 2006 - 21:00 ,Round of 16,Zentralstadion,Leipzig ,Argentina,2.0,1.0,Mexico,Argentina win after extra time ,43000.0,0.0,0.0,ARG,MEX
694,2006,25 Jun 2006 - 17:00 ,Round of 16,Gottlieb-Daimler-Stadion,Stuttgart ,England,1.0,0.0,Ecuador, ,52000.0,0.0,0.0,ENG,ECU
695,2006,25 Jun 2006 - 21:00 ,Round of 16,Franken-Stadion,Nuremberg ,Portugal,1.0,0.0,Netherlands, ,41000.0,1.0,0.0,POR,NED
696,2006,26 Jun 2006 - 17:00 ,Round of 16,Fritz-Walter-Stadion,Kaiserslautern ,Italy,1.0,0.0,Australia, ,46000.0,0.0,0.0,ITA,AUS
697,2006,26 Jun 2006 - 21:00 ,Round of 16,"FIFA World Cup Stadium, Cologne",Cologne ,Switzerland,0.0,0.0,Ukraine,Ukraine win on penalties (0 - 3) ,45000.0,0.0,0.0,SUI,UKR
698,2006,27 Jun 2006 - 17:00 ,Round of 16,"FIFA World Cup Stadium, Dortmund",Dortmund ,Brazil,3.0,0.0,Ghana, ,65000.0,2.0,0.0,BRA,GHA
699,2006,27 Jun 2006 - 21:00 ,Round of 16,"FIFA World Cup Stadium, Hanover",Hanover ,Spain,1.0,3.0,France, ,43000.0,1.0,1.0,ESP,FRA
700,2006,30 Jun 2006 - 17:00 ,Quarter-finals,Olympiastadion,Berlin ,Germany,1.0,1.0,Argentina,Germany win on penalties (4 - 2) ,72000.0,0.0,0.0,GER,ARG
701,2006,30 Jun 2006 - 21:00 ,Quarter-finals,"FIFA World Cup Stadium, Hamburg",Hamburg ,Italy,3.0,0.0,Ukraine, ,50000.0,1.0,0.0,ITA,UKR
702,2006,01 Jul 2006 - 17:00 ,Quarter-finals,"FIFA World Cup Stadium, Gelsenkirchen",Gelsenkirchen ,England,0.0,0.0,Portugal,Portugal win on penalties (1 - 3) ,52000.0,0.0,0.0,ENG,POR
703,2006,01 Jul 2006 - 21:00 ,Quarter-finals,"FIFA World Cup Stadium, Frankfurt",Frankfurt/Main ,Brazil,0.0,1.0,France, ,48000.0,0.0,0.0,BRA,FRA
704,2006,04 Jul 2006 - 21:00 ,Semi-finals,"FIFA World Cup Stadium, Dortmund",Dortmund ,Germany,0.0,2.0,Italy,Italy win after extra time ,65000.0,0.0,0.0,GER,ITA
705,2006,05 Jul 2006 - 21:00 ,Semi-finals,"FIFA World Cup Stadium, Munich",Munich ,Portugal,0.0,1.0,France, ,66000.0,0.0,1.0,POR,FRA
706,2006,08 Jul 2006 - 21:00 ,Third place,Gottlieb-Daimler-Stadion,Stuttgart ,Germany,3.0,1.0,Portugal, ,52000.0,0.0,0.0,GER,POR
707,2006,09 Jul 2006 - 20:00 ,Final,Olympiastadion,Berlin ,Italy,1.0,1.0,France,Italy win on penalties (5 - 3) ,69000.0,0.0,0.0,ITA,FRA
708,2010,11 Jun 2010 - 16:00 ,Group A,Soccer City Stadium,Johannesburg ,South Africa,1.0,1.0,Mexico, ,84490.0,0.0,0.0,RSA,MEX
709,2010,11 Jun 2010 - 20:30 ,Group A,Cape Town Stadium,Cape Town ,Uruguay,0.0,0.0,France, ,64100.0,0.0,0.0,URU,FRA
710,2010,12 Jun 2010 - 13:30 ,Group B,Port Elizabeth Stadium,Nelson Mandela Bay/Port Elizabeth ,Korea Republic,2.0,0.0,Greece, ,31513.0,1.0,0.0,KOR,GRE
711,2010,12 Jun 2010 - 16:00 ,Group B,Ellis Park Stadium,Johannesburg ,Argentina,1.0,0.0,Nigeria, ,55686.0,1.0,0.0,ARG,NGA
712,2010,12 Jun 2010 - 20:30 ,Group C,Royal Bafokeng Sports Palace,Phokeng ,England,1.0,1.0,USA, ,38646.0,1.0,1.0,ENG,USA
713,2010,13 Jun 2010 - 13:30 ,Group C,Peter Mokaba Stadium,Polokwane ,Algeria,0.0,1.0,Slovenia, ,30325.0,0.0,0.0,ALG,SVN
714,2010,13 Jun 2010 - 16:00 ,Group D,Loftus Versfeld Stadium,Tshwane/Pretoria ,Serbia,0.0,1.0,Ghana, ,38833.0,0.0,0.0,SRB,GHA
715,2010,13 Jun 2010 - 20:30 ,Group D,Durban Stadium,Durban ,Germany,4.0,0.0,Australia, ,62660.0,2.0,0.0,GER,AUS
716,2010,14 Jun 2010 - 13:30 ,Group E,Soccer City Stadium,Johannesburg ,Netherlands,2.0,0.0,Denmark, ,83465.0,0.0,0.0,NED,DEN
717,2010,14 Jun 2010 - 16:00 ,Group E,Free State Stadium,Mangaung/Bloemfontein ,Japan,1.0,0.0,Cameroon, ,30620.0,1.0,0.0,JPN,CMR
718,2010,14 Jun 2010 - 20:30 ,Group F,Cape Town Stadium,Cape Town ,Italy,1.0,1.0,Paraguay, ,62869.0,0.0,1.0,ITA,PAR
719,2010,15 Jun 2010 - 13:30 ,Group F,Royal Bafokeng Sports Palace,Phokeng ,New Zealand,1.0,1.0,Slovakia, ,23871.0,0.0,0.0,NZL,SVK
720,2010,15 Jun 2010 - 16:00 ,Group G,Port Elizabeth Stadium,Nelson Mandela Bay/Port Elizabeth ,C�te d'Ivoire,0.0,0.0,Portugal, ,37034.0,0.0,0.0,CIV,POR
721,2010,15 Jun 2010 - 20:30 ,Group G,Ellis Park Stadium,Johannesburg ,Brazil,2.0,1.0,Korea DPR, ,54331.0,0.0,0.0,BRA,PRK
722,2010,16 Jun 2010 - 13:30 ,Group H,Mbombela Stadium,Nelspruit ,Honduras,0.0,1.0,Chile, ,32664.0,0.0,1.0,HON,CHI
723,2010,16 Jun 2010 - 16:00 ,Group H,Durban Stadium,Durban ,Spain,0.0,1.0,Switzerland, ,62453.0,0.0,0.0,ESP,SUI
724,2010,16 Jun 2010 - 20:30 ,Group A,Loftus Versfeld Stadium,Tshwane/Pretoria ,South Africa,0.0,3.0,Uruguay, ,42658.0,0.0,1.0,RSA,URU
725,2010,17 Jun 2010 - 13:30 ,Group B,Soccer City Stadium,Johannesburg ,Argentina,4.0,1.0,Korea Republic, ,82174.0,2.0,1.0,ARG,KOR
726,2010,17 Jun 2010 - 16:00 ,Group B,Free State Stadium,Mangaung/Bloemfontein ,Greece,2.0,1.0,Nigeria, ,31593.0,1.0,1.0,GRE,NGA
727,2010,17 Jun 2010 - 20:30 ,Group A,Peter Mokaba Stadium,Polokwane ,France,0.0,2.0,Mexico, ,35370.0,0.0,0.0,FRA,MEX
728,2010,18 Jun 2010 - 13:30 ,Group D,Port Elizabeth Stadium,Nelson Mandela Bay/Port Elizabeth ,Germany,0.0,1.0,Serbia, ,38294.0,0.0,1.0,GER,SRB
729,2010,18 Jun 2010 - 16:00 ,Group C,Ellis Park Stadium,Johannesburg ,Slovenia,2.0,2.0,USA, ,45573.0,2.0,0.0,SVN,USA
730,2010,18 Jun 2010 - 20:30 ,Group C,Cape Town Stadium,Cape Town ,England,0.0,0.0,Algeria, ,64100.0,0.0,0.0,ENG,ALG
731,2010,19 Jun 2010 - 13:30 ,Group E,Durban Stadium,Durban ,Netherlands,1.0,0.0,Japan, ,62010.0,0.0,0.0,NED,JPN
732,2010,19 Jun 2010 - 16:00 ,Group D,Royal Bafokeng Sports Palace,Phokeng ,Ghana,1.0,1.0,Australia, ,34812.0,1.0,1.0,GHA,AUS
733,2010,19 Jun 2010 - 20:30 ,Group E,Loftus Versfeld Stadium,Tshwane/Pretoria ,Cameroon,1.0,2.0,Denmark, ,38074.0,1.0,1.0,CMR,DEN
734,2010,20 Jun 2010 - 13:30 ,Group F,Free State Stadium,Mangaung/Bloemfontein ,Slovakia,0.0,2.0,Paraguay, ,26643.0,0.0,1.0,SVK,PAR
735,2010,20 Jun 2010 - 16:00 ,Group F,Mbombela Stadium,Nelspruit ,Italy,1.0,1.0,New Zealand, ,38229.0,1.0,1.0,ITA,NZL
736,2010,20 Jun 2010 - 20:30 ,Group G,Soccer City Stadium,Johannesburg ,Brazil,3.0,1.0,C�te d'Ivoire, ,84455.0,1.0,0.0,BRA,CIV
737,2010,21 Jun 2010 - 13:30 ,Group G,Cape Town Stadium,Cape Town ,Portugal,7.0,0.0,Korea DPR, ,63644.0,1.0,0.0,POR,PRK
738,2010,21 Jun 2010 - 16:00 ,Group H,Port Elizabeth Stadium,Nelson Mandela Bay/Port Elizabeth ,Chile,1.0,0.0,Switzerland, ,34872.0,0.0,0.0,CHI,SUI
739,2010,21 Jun 2010 - 20:30 ,Group H,Ellis Park Stadium,Johannesburg ,Spain,2.0,0.0,Honduras, ,54386.0,1.0,0.0,ESP,HON
740,2010,22 Jun 2010 - 16:00 ,Group A,Royal Bafokeng Sports Palace,Phokeng ,Mexico,0.0,1.0,Uruguay, ,33425.0,0.0,1.0,MEX,URU
741,2010,22 Jun 2010 - 16:00 ,Group A,Free State Stadium,Mangaung/Bloemfontein ,France,1.0,2.0,South Africa, ,39415.0,0.0,2.0,FRA,RSA
742,2010,22 Jun 2010 - 20:30 ,Group B,Durban Stadium,Durban ,Nigeria,2.0,2.0,Korea Republic, ,61874.0,1.0,1.0,NGA,KOR
743,2010,22 Jun 2010 - 20:30 ,Group B,Peter Mokaba Stadium,Polokwane ,Greece,0.0,2.0,Argentina, ,38891.0,0.0,0.0,GRE,ARG
744,2010,23 Jun 2010 - 16:00 ,Group C,Port Elizabeth Stadium,Nelson Mandela Bay/Port Elizabeth ,Slovenia,0.0,1.0,England, ,36893.0,0.0,1.0,SVN,ENG
745,2010,23 Jun 2010 - 16:00 ,Group C,Loftus Versfeld Stadium,Tshwane/Pretoria ,USA,1.0,0.0,Algeria, ,35827.0,0.0,0.0,USA,ALG
746,2010,23 Jun 2010 - 20:30 ,Group D,Soccer City Stadium,Johannesburg ,Ghana,0.0,1.0,Germany, ,83391.0,0.0,0.0,GHA,GER
747,2010,23 Jun 2010 - 20:30 ,Group D,Mbombela Stadium,Nelspruit ,Australia,2.0,1.0,Serbia, ,37836.0,0.0,0.0,AUS,SRB
748,2010,24 Jun 2010 - 16:00 ,Group F,Ellis Park Stadium,Johannesburg ,Slovakia,3.0,2.0,Italy, ,53412.0,1.0,0.0,SVK,ITA
749,2010,24 Jun 2010 - 16:00 ,Group F,Peter Mokaba Stadium,Polokwane ,Paraguay,0.0,0.0,New Zealand, ,34850.0,0.0,0.0,PAR,NZL
750,2010,24 Jun 2010 - 20:30 ,Group E,Royal Bafokeng Sports Palace,Phokeng ,Denmark,1.0,3.0,Japan, ,27967.0,0.0,2.0,DEN,JPN
751,2010,24 Jun 2010 - 20:30 ,Group E,Cape Town Stadium,Cape Town ,Cameroon,1.0,2.0,Netherlands, ,63093.0,0.0,1.0,CMR,NED
752,2010,25 Jun 2010 - 16:00 ,Group G,Durban Stadium,Durban ,Portugal,0.0,0.0,Brazil, ,62712.0,0.0,0.0,POR,BRA
753,2010,25 Jun 2010 - 16:00 ,Group G,Mbombela Stadium,Nelspruit ,Korea DPR,0.0,3.0,C�te d'Ivoire, ,34763.0,0.0,2.0,PRK,CIV
754,2010,25 Jun 2010 - 20:30 ,Group H,Loftus Versfeld Stadium,Tshwane/Pretoria ,Chile,1.0,2.0,Spain, ,41958.0,0.0,2.0,CHI,ESP
755,2010,25 Jun 2010 - 20:30 ,Group H,Free State Stadium,Mangaung/Bloemfontein ,Switzerland,0.0,0.0,Honduras, ,28042.0,0.0,0.0,SUI,HON
756,2010,26 Jun 2010 - 16:00 ,Round of 16,Port Elizabeth Stadium,Nelson Mandela Bay/Port Elizabeth ,Uruguay,2.0,1.0,Korea Republic, ,30597.0,1.0,0.0,URU,KOR
757,2010,26 Jun 2010 - 20:30 ,Round of 16,Royal Bafokeng Sports Palace,Phokeng ,USA,1.0,2.0,Ghana,Ghana win after extra time ,34976.0,0.0,0.0,USA,GHA
758,2010,27 Jun 2010 - 16:00 ,Round of 16,Free State Stadium,Mangaung/Bloemfontein ,Germany,4.0,1.0,England, ,40510.0,2.0,1.0,GER,ENG
759,2010,27 Jun 2010 - 20:30 ,Round of 16,Soccer City Stadium,Johannesburg ,Argentina,3.0,1.0,Mexico, ,84377.0,2.0,0.0,ARG,MEX
760,2010,28 Jun 2010 - 16:00 ,Round of 16,Durban Stadium,Durban ,Netherlands,2.0,1.0,Slovakia, ,61962.0,1.0,0.0,NED,SVK
761,2010,28 Jun 2010 - 20:30 ,Round of 16,Ellis Park Stadium,Johannesburg ,Brazil,3.0,0.0,Chile, ,54096.0,2.0,0.0,BRA,CHI
762,2010,29 Jun 2010 - 16:00 ,Round of 16,Loftus Versfeld Stadium,Tshwane/Pretoria ,Paraguay,0.0,0.0,Japan,Paraguay win on penalties (5 - 3) ,36742.0,0.0,0.0,PAR,JPN
763,2010,29 Jun 2010 - 20:30 ,Round of 16,Cape Town Stadium,Cape Town ,Spain,1.0,0.0,Portugal, ,62955.0,0.0,0.0,ESP,POR
764,2010,02 Jul 2010 - 16:00 ,Quarter-finals,Port Elizabeth Stadium,Nelson Mandela Bay/Port Elizabeth ,Netherlands,2.0,1.0,Brazil, ,40186.0,0.0,1.0,NED,BRA
765,2010,02 Jul 2010 - 20:30 ,Quarter-finals,Soccer City Stadium,Johannesburg ,Uruguay,1.0,1.0,Ghana,Uruguay win on penalties (4 - 2) ,84017.0,0.0,0.0,URU,GHA
766,2010,03 Jul 2010 - 16:00 ,Quarter-finals,Cape Town Stadium,Cape Town ,Argentina,0.0,4.0,Germany, ,64100.0,0.0,1.0,ARG,GER
767,2010,03 Jul 2010 - 20:30 ,Quarter-finals,Ellis Park Stadium,Johannesburg ,Paraguay,0.0,1.0,Spain, ,55359.0,0.0,0.0,PAR,ESP
768,2010,06 Jul 2010 - 20:30 ,Semi-finals,Cape Town Stadium,Cape Town ,Uruguay,2.0,3.0,Netherlands, ,62479.0,1.0,1.0,URU,NED
769,2010,07 Jul 2010 - 20:30 ,Semi-finals,Durban Stadium,Durban ,Germany,0.0,1.0,Spain, ,60960.0,0.0,0.0,GER,ESP
770,2010,10 Jul 2010 - 20:30 ,Match for third place,Port Elizabeth Stadium,Nelson Mandela Bay/Port Elizabeth ,Uruguay,2.0,3.0,Germany, ,36254.0,1.0,1.0,URU,GER
771,2010,11 Jul 2010 - 20:30 ,Final,Soccer City Stadium,Johannesburg ,Netherlands,0.0,1.0,Spain,Spain win after extra time ,84490.0,0.0,0.0,NED,ESP
772,2014,12 Jun 2014 - 17:00 ,Group A,Arena de Sao Paulo,Sao Paulo ,Brazil,3.0,1.0,Croatia, ,62103.0,1.0,1.0,BRA,CRO
773,2014,13 Jun 2014 - 13:00 ,Group A,Estadio das Dunas,Natal ,Mexico,1.0,0.0,Cameroon, ,39216.0,0.0,0.0,MEX,CMR
774,2014,13 Jun 2014 - 16:00 ,Group B,Arena Fonte Nova,Salvador ,Spain,1.0,5.0,Netherlands, ,48173.0,1.0,1.0,ESP,NED
775,2014,13 Jun 2014 - 18:00 ,Group B,Arena Pantanal,Cuiaba ,Chile,3.0,1.0,Australia, ,40275.0,2.0,1.0,CHI,AUS
